id,Hate_speech,Reference-counternarrative,Target
testHS-F02,Qué asqueante! Esta mujer es más marimacho que femenina. No respeta nada. Ojalá vuele lejos!,"Tu comentario es completamente injusto y promueve estereotipos de género, ya que establece que todas las mujeres deben de ser femeninas. Estos estereotipos son perjudiciales, pues limitan a las personas en el desarrollo de sus capacidades, y en la toma de decisiones personales. Es importante recordar que cada persona es libre de actuar como quiera sin ser juzgada por las ideas preconcebidas de unos pocos.",MUJERES
testHS-F03,"Sois una MIERDA. Recomendad lo que queráis para los hipocondriacos y enfermos mentales, al resto ni mirarnos. Te queda claro PERRA?","La utilización del insulto de forma reiterada es solo una manera de perder peso en tu argumentación. Además, se utiliza a los hipocondriacos y enfermos mentales de forma peyorativa, para enfatizar tu desacuerdo. Al final, tu mensaje solo contiene insultos, y no resulta constructivo ni convincente.",MUJERES
testHS-F04,"Siempre hay una zorra berreando cuando le dan leña a la escoria. Da igual el país o el año, es simple biología averiada","Creo que estás equivocado al insultar y deshumanizar a la mitad de la población. Usar un lenguaje despectivo va en contra del respecto y la convivencia que deberíamos perseguir en la sociedad. La biología no justifica la discriminación ni el odio. Todas las personas merecen respeto y dignidad, independientemente de su género. ",MUJERES
testHS-F05,"las mujeres son mentalmente blandengues y extremadamente manipulabes, quien se deje lavar el cerebro con el feminismo merece acabar asi","¿No te parece que estás siendo un poco cruel con tu afirmación? El hecho de ser de un sexo o de otro no te clasifica directamente como ""mentalmente blandengue"" o ""extremadamente manipulable"". Además, el femeninismo es un movimiento que pretende eliminar este tipo de estigmas sociales que no contribuyen a construir una sociedad avanzada.",MUJERES
testHS-F06,"Las mujeres, literalmente, se babean por un hombre líder, que las lidere a ellas y a su familia; incluso la más feminista, aunque esta última no lo reconozca. Para una mujer le será fácil someterse a un hombre verdaderamente líder. A los hombres blandengues solo los utilizan.","Las mujeres llevan años sometidas al hombre machista, no por gusto ni decisión propia, si no por imposición social. Esos hombres ""blandengues"" a los que te refieres son personas que apoyan el movimiento feminista buscando la igualdad.",MUJERES
testHS-F07,"son todas re putas las mujeres, TODAS","Para afirmar ese hecho deberías de conocer a todas las mujeres que hay en el mundo (aproximadamente 3960 millones) y no creo que conozcas a todas ellas. Basarte solo en el género de las personas para atacarlas y tratar de hacerles daño es un acto indeseable en una sociedad que busca la igualdad entre hombres y mujeres. Actualmente se están dando pequeños pasos para que todas las personas reciban el mismo trato e igualdad de oportunidades, basándose en la valía de esta y sin discriminar por el sexo. ",MUJERES
testHS-F08,"Las mujeres solo sirven para reproducirse, son hasta genéticamente inútiles","¿En qué te fundamentas para tal afirmación? Tu comentario solo refleja misoginia, al considerar a las mujeres inferiores a los hombres. De hecho, las mujeres podrían llegar a reproducirse sin necesidad de los hombres, lo que no ocurre al contrario. No existe ningún estudio científico riguroso que haya constatado la inferioridad de la mujer frente al hombre, ya sea física o intelectualmente.",MUJERES
testHS-F09,"La mujer es cruel por naturaleza. Se deja llevar por los sentimientos, y si tiene la oportunidad de hacer daño, lo hará. Afortunadamente, son el sexo débil. Por eso su frustración.",La crueldad no es inherente al género al igual que las mujeres no son inherentemente débiles. Deberías reflexionar sobre la igualdad de género para evitar estos estereotipos negativos que solo intentan deshumanizar a las mujeres.,MUJERES
testHS-F10,"Los hombres no celebramos el día del hombre como tal
Simplemente disfrutamos de la vida por nuestros logros Heteropatriarcas, mientras el sexo débil y sus facciones feminoides y comunidades de individuos cuya identidad ni ellos saben, intentan tener los éxitos del sexo supremo.","Creo que te equivocas en tu afirmación. En primer lugar, no existe ningún sexo superior a otro. Por otro lado, las mujeres no quieren tener los éxitos del ""sexo supremo"", quieren que se les reconozca y se les trate de la misma manera que a los hombres. Ambos somos seres humanos y merecemos los mismos derechos y oportunidades.",MUJERES
testHS-M01,las follamoros dice yo flipo con como habláis de las mujeres ojalá y lo digo en serio to las mujeres de tu familia acaben con moros incluida tu puta madre a ver si explotas de la rabia,"¿Por qué piensas eso? Que los musulmanes no sean respetuosos con las mujeres es un estereotipo que debemos desechar. De hecho, muchos de ellos defienden la igualdad entre hombres y mujeres.",MUSULMANES
testHS-M02,"soy facha, putos moros a vuestro país que oléis a cuero mojado","¿No crees que es injusto generalizar a todos los musulmanes de esta manera? Con tu comentario solo estás promoviendo el odio hacia los musulmanes basándote en estereotipos que carecen de fundamento. Los musulmanes han contribuido mucho a las civilizaciones en las que han vivido, por ejemplo, en España han dejado un legado y una huella imborrable en muchos ámbitos como la arquitectura o la gastronomía. En lugar de intentar echar a las personas de un país por su religión, deberíamos aprender de ellas y conocerlas para poder enriquecernos de la mezcla de ambas culturas.",MUSULMANES
testHS-M03,"Éstos hijos de la gran puta,de los 
moros nos invaden con sus enfermedades, vienen a delinquir.
A vivir de nuestros impuestos.
Y además se ríen de nosotros.
Hay algún otro país de gilipollas,
o solo pasa esto en España.","Tu comentario es marcadamente racista. La inmigración está motivada por la búsqueda de una vida mejor. Los inmigrantes musulmanes tienen las mismas expectativas que cualquier otro y resultan necesarios para la sociedad, al cubrir puestos de trabajo que, de otra manera, quedarían sin mano de obra. Tu percepción negativa no está avalada por los hechos. La relación entre delincuencia e inmigración es la misma que la de la delincuencia y la pobreza, es decir, no se delinque por se inmigrante, sino por pobreza y exclusión social. ",MUSULMANES
testHS-M04,"Ostia pero que puta gentuza ya de verdad

Fuera todos los moros de aquí, son la encarnación del mal y de la amoralidad","Este lenguaje ofensivo no debería ser utilizado y menos de manera generalizada. La xenofobia solo promueve más división y odio. Te recomiendo rechazar los prejuicios y reconocer la diversidad y la humanidad compartida de todas las personas, independientemente de su origen étnico.





",MUSULMANES
testHS-M05,"Luces de Ramadan en Londres. 
Ya han sido conquistados.
En España, a escala menor, ya colacan carteles en un pueblo de Jaén de 8000 habitantes, donde viven 400 musulmanes.
Poco a poco irán aumentando en número e imponiendo su ley.
La Sharia está más cerca.",¿No te parece que estás siendo un poco exagerado? Infundir miedo en la población sin ofrecer información realmente fiable y un tanto alarmista solo va a generar malestar social infundado. Deberías contrastar la información antes de hacer estos comentarios. ,MUSULMANES
testHS-M06,"Yihadistas masacran y secuestran cristianos en Nigeria. Cero protestas de los ""progres"" porque (1) los cristianos no les importan, (2) los africanos no les importan, (3) los musulmanes pueden matar a cualquiera, y (4) no hay judíos implicados.","Creo que estás siendo exagerado con esa generalización. No todos los musulmanes son terroristas. De hecho, el terrorismo yihadista es más duro en paises árabes.",MUSULMANES
testHS-M07,Me encanta el olor a Panceta durante el Ramadán.,"Este comentario puede resultar ofensivo para los musulmanes, pues está criticando el Ramadán, un mes sagrado de ayuno para los musulmanes. Deberíamos de respetar todas las culturas que hay en el mundo, ya que la diversidad de culturas y la convivencia entre ambas hace que nuestra sociedad se enriquezca.",MUSULMANES
testHS-M08,Qué asco de raza los pvtos moros,"¿De dónde procede ese odio tan visceral? De partida, existe un amplio consenso científico de que no existen razas humanas en un sentido biológico. El término ""moro"" hace referencia a los naturales del norte de África, aunque aquí lo usas de forma despectiva y, no, no son una raza, sino que engloba a muchas etnias, religiones y culturas diferentes. Deberías ser más concreto y menos prejuicioso, que es la única información que se deriva de tu comentario.",MUSULMANES
testHS-M09,Estoy hasta la puta polla de los moros de mierda que son siempre los mismos que puto asco me dan ya coño poco se salvan,"Tu mensaje promueve el odio y la discriminación hacia una comunidad étnica. Es importante recordar que la diversidad nos enriquece y que todos merecemos respeto y dignidad independientemente de nuestro origen, condición social o religión. Deberías reflexionar sobre el impacto de tus palabras y tratar de promover la tolerancia y la inclusión en lugar del odio y la división.",MUSULMANES
testHS-M10,"Desprecio a los musulmanes por creer en una relifion de mierda y odio el islam, es increible que a una feminista haya que decirle lo mucho que esta mal la simple existencia de esa religion y de defender sus actos ","Creo que esa afirmación no es del todo acertada, pues estás juzgando una religión en su totalidad según las acciones de unos individuos extremistas que no representan la totalidad de los musulmanes. Puedes no estar de acuerdo con su religión, pero ello no te autoriza a despreciarlos. ",MUSULMANES
testHS-I01,"Sospechosa la invasión de inmigrantes en Europa, todos al mismo tiempo... Como si fuera organizado, no?","¿Por qué crees eso? Los movimientos migratorios se han producido siempre en la historia del ser humano. Actualmente, debido a problemas políticos en los paises africanos, los inmigrantes llevan décadas escapando y buscando un futuro mejor, no se trata de una invasión ni conspiración.",MIGRANTES
testHS-I02,Ojalá ejecuten al sistema judicial irlandés por traicionar a su pueblo y brindar toda ayuda a los putos inmigrantes,La ayuda a los inmigrantes está destinada a atender las necesidades básicas de aquellas personas que viven fuera de su país y están en situación de vulnerabilidad. Los países que han aceptado los distintos tratados básicos de los derechos humanos tienen la obligación de cumplirlos y no por ello están traicionando a su país. ¿Si tu fueses un inmigrante en situación de vulnerabilidad no te gustaría que te ayudasen?,MIGRANTES
testHS-I03,Putos inmigrantes hijos de puta,"Estás insultando a un colectivo muy amplio. La inmigración es un proceso natural que se ha dado a largo de la historia de la humanidad. Supone, sencillamente, la búsqueda de mejores condiciones de vida. Muchos sectores necesitan de esta mano de obra extranjera para poder existir y, además, la inmigración es, en ocasiones, la forma de aumentar la población en algunas regiones. El insulto al inmigrante solo refleja una visión limitada de la realidad, basada en prejuicios. Muchos españoles emigran al extranjero con los mismos anhelos de los que llegan a nuestro país.",MIGRANTES
testHS-I04,"...ya lo reciben los moros violadores asaltavallas que tan bien acogen nuestras autoridades, los ladrones puteros malversadores golpistas y terroristas de 
@PSOE",Tu mensaje difunde estereotipos dañinos y promueve la discriminación hacia las personas de origen árabe y hacia miembros de un partido político. Es esencial recordar que la diversidad y el respeto son fundamentales para una sociedad inclusiva. Deberías reflexionar sobre la importancia de la empatía y el diálogo constructivo en lugar de la división y la discriminación.,MIGRANTES
testHS-I05,"El buenísmo y la inmigración descontrolada se ceba en los más débiles.
Las políticos no conviven con la gentuza que no expulsan o que tratan como ""niños malos"", y no como asesinos que son.","¿No te parece que estás generalizando? Las acciones de unos cuantos individuos no determinan a todo un colectivo. Los inmigrantes son personas como tú, que tienen que salir de sus casas en busca de una mejor oportunidad de vivir.",MIGRANTES
testHS-I06,"Hace unos días hubo una balacera justo al frente del colegio de mi hermano..
Tuvieron que evacuar y mandar a los niños antes para la casa
Y.. ¿Saben lo peor? Eran inmigrantes ilegales..
¿Hasta cuando? ¿Porque mierda los NIÑOS tienen que correr riesgo por culpa de esta ""Gente""? 🤬","Entiendo que pueda causar inseguridad ese tipo de acontecimientos, sin embargo, no todos los inmigrantes vienen para causar problemas, al contrario. La mayoría vienen buscando una vida mejor y paz para sus familias.",MIGRANTES
testHS-I07,"Malditos inmigrantes que disfrutan de los espacios públicos y te dan de comer gratis, van a acabar con occidente 😠😠😠","No todos los inmigrantes reciben ayuda y comen gratis en nuestro país. La gran mayoría de inmigrantes vienen buscando una vida mejor y se esfuerzan por sacar su vida adelante, sin recibir ayuda por parte del país al que emigran. En lugar de criticar a los inmigrantes con este tipo de comentarios, deberíamos tener empatía con la situación de las personas, ayudarlos a que se integren en la sociedad y no juzgar a la gente por su origen, cultura o raza.   ",MIGRANTES
testHS-I08,"Este dato es DEMOLEDOR: según la ertzaintza, el 90 % de las violaciones en el País Vasco las cometen inmigrantes magrebíes y subsaharianos.

¿Será que los de la ertzaintza son unos peligrosos fascistas de ultraderecha? ¿O será que somos gilipollas dejando entrar a todo el mundo?","¿De dónde has extraídos estos datos?, pues no encuentro noticias al respecto. Antes de lanzar estos comentarios y hacer este tipo de acusaciones deberíamos verificar si la información es cierta, ya que puedes promover el odio y la alarma social sin motivo aparente. Esto puede resultar muy dañino para personas que solo buscan ganarse la vida dignamente y un lugar donde poder vivir.",MIGRANTES
testHS-I09,¡Simplemente un asco! Me cago en la madre de todos los asqueroso inmigrantes,"Cada persona es única y merece ser tratada con respeto. Las generalizaciones y los estereotipos solo aumentan la división y el odio hacia comunidades de manera injusta. En lugar de eso, deberíamos buscar soluciones que fomenten la comprensión y la colaboración entre todos los miembros de la sociedad.",MIGRANTES
testHS-I10,"Fuera inmigrantes. En realidad son delincuentes pagados por Rusia, China, Irán y Venezuela para que invadan a EE.UU. y generen caos.","¿Crees que eso que dices es verdad? Me parece que estás siendo un poco alarmista y conspiranoico. Los inmigrantes son personas como tú que, en la gran mayoría de los casos, se ven obligados a salir de su casa en busca de una oportunidad mejor para vivir, una situación realmente difícil, ¿no crees?",MIGRANTES
testHS-P01,"Los subnormales estos quieren que en la seleccion juegue gnte del madrid y son todos negracos del este de africa, el unico español que hay es nacho, no voy ni a faltarle el respeto porque bastante tiene con lo q tiene",¿Por qué piensas así? El racismo en el deporte es un problema muy grave. El color de piel es independiente de su habilidades deportivas. En la selección se escoge a los mejores futbolistas y todos ellos tienen la nacionalidad española como tú.,POC
testHS-P02,"-que tienen en común las tostadas y los padres?
-QUE?
-que si ambos te salen negros no comes...","¿Crees que este chiste es adecuado? Con él solo promueves el racismo insinuando que las personas de color, simplemente por ser de otra raza, son pobres. No deberíamos de hacer chistes o bromas que no sean considerados así por todas las personas que lo reciban, ya que tu libertad termina donde empieza la de otra persona.",POC
testHS-P03,"El negro tiene tan interiorizado que el hombre blanco es malvado, que a la mínima oportunidad que tiene se pira a un pais de blancos, para que le maltraten y humillen, como malvados blancos que son.","¿Qué quieres decir con esto? Ningún inmigrante busca ser humillado y, desde luego, considerar que todos piensan que el hombre blanco es malvado es un sinsentido. Si de lo que hablamos es de inmigración, lo que busca el inmigrantes es, sencillamente, tener la oportunidad de forjarse una vida mejor.",POC
testHS-P04,"Putos cacaguanos, periguanchos, monos, sudacas, conguitos, cafes con leche.. Les ha tenido que salir justo hoy el partido de su vida. HDP","Tu lenguaje es ofensivo y promueve la discriminación racial. Es importante recordar que todas las personas merecen ser tratadas con respeto, independientemente de su origen étnico. Culpar a un grupo entero por eventos deportivos o cualquier otro motivo es injusto y perpetúa el odio. Promovamos la tolerancia y el respeto hacia todas las personas.",POC
testHS-P05,"Odio a los negros, odio a los judíos, a los mexicanos y a los irlandeses, a los italianos y a los chinos, pero bien sabe Dios que lo que más asco me dan son los putos negratas","Estas siendo muy ofensivo con tus palabras. La humanidad está compuesta por una gran diversidad de seres humanos y todos ellos, diferentes entre sí, merecen el mismo respeto, a pesar de no compartir tu color de piel, religión, nacionalidad o idioma.",POC
testHS-P06,"En esta ciudad te mata un negro o la humedad, imposible vivir así","Tu comentario es muy ofensivo. No se debe generalizar a toda una etnia por un caso aislado. Comparar los problemas de humedad, que causan enfermedades, con ese caso denota un racismo extremo de tu parte.",POC
testHS-P07,"Que negros hijos de mil puta, cómo te cagan la vida te complican todo, lo que te costó conseguir matandote laburando te lo sacan en 2 segundos.","Utilizar la palabra ""negros"" de forma despectiva como ocurre en este comentario es racista. Además se identifica a las personas de color como ladrones, una generalización que no tiene base alguna pues solo se fundamenta en la raza para realizar dicha comparativa. Las personas se definen por los valores que tienen y su forma de actuar, no por su raza, origen, género u orientación sexual.  ",POC
testHS-P08,"Negro hijo de puta si lo que te faltaba era ser puto, ademas de comerte goles te comes la pija. BURRO","¿Por qué trasladas tu frustración a un sentimiento racista? Todo jugador de fútbol, como cualquier otro deportista de alto nivel, juega a hacerlo lo mejor posible. Y como cualquier ser humano, a veces se pueden cometer errores o no estar en plena forma. Esto nada tiene que ver con el color de la piel o la orientación sexual. ",POC
testHS-P09,"Yo viviera en USA ya les hubiera quitado el vicio con balas a esos negros que se creen el putas y que el mundo tiene que agachar la cabeza porque fueron esclavos..

Mknes que nunca fueron esclavos!
A la mayoría de sus ancestros se les dió tierras.
Pero el mundo les debe..🙄","Tu mensaje es ofensivo y racista. Todos merecemos ser tratados con respeto y dignidad, independientemente de nuestro origen étnico. La historia de la esclavitud es dolorosa y deberíamos reconocerla y luchar para aprender de ella, trabajando juntos por construir un futuro de igualdad y justicia para todos.",POC
testHS-P10,"Que pendeja pelotuda, la tendria que haber cagada bien a palos a esa negrita de mierda","¿Por qué dices esto? En primer lugar, creo que el lenguaje que estas utilizando es muy ofensivo y fuera de lugar. Por otro lado, las personas de color son como cualquier otro ser humano, su color de piel no es un motivo para ser despreciados e insultados.",POC
testHS-P11,"Es que este negrata de mierda se lo merece. Ojalá le acabe pasando a él lo que le pasó a Dyakhabi. TONTOS, QUE SOIS MUY TONTOS!!!!!",Es una pena ver el racismo que existe en el fútbol. Su calidad como jugador es independiente de su color de piel.,POC
testHS-O01,Gordo de re mierda quien carajos quiere viajar con vos,"Tu afirmación es completamente injusta y peligrosa. No debemos juzgar a las personas por su físico, ya que entonces estableceremos una barrera que nos va a impedir conocer a otras personas y vivir nuevas experiencias. Además podemos generar transtornos más graves como TCA en personas que reciben este tipo de comentarios y que tienen una forma distorsionada de sí mismos. Es importante que tratemos a los demás como nos gustaría que nos tratasen a nosotros.",otros
testHS-O02,Qué asco de gitanacos,"¿Por qué odias a los gitanos? El colectivo gitano siempre ha sufrido de exclusión social, lo que dificulta su integración. Sin embargo, son numerosos los casos de hombres y mujeres de etnia gitana que han podido demostrar sus capacidades en el arte, la cultura o la política. Despreciar a todo un colectivo no es sino un prejuicio que lleva a dificultar la convencia, que debe estar basada en el respeto y la igualdad de oportunidades.",otros
testHS-O03,"Falso. La inmensa mayoría de hogares de gente honrada pagan muchos más impuestos de lo que reciben en subvenciones. El problema son las paguicas compra votos, a gitanos e inmigrantes.","Tu afirmación es inexacta. Muchos hogares trabajadores y honrados pueden recibir beneficios importantes de los impuestos en forma de servicios públicos, infraestructuras y programas sociales. Culpar a grupos específicos de personas por problemas políticos es simplista y no refleja la complejidad de la situación. Es importante abordar los problemas políticos de manera constructiva y no perpetuar estereotipos dañinos ni expresar generalizaciones que no ayudan a resolver los conflictos.",otros
testHS-O04,"Eso no parece una niña, seguramente es un ballenato con dawn de la especie cachalote. Devuelvan esa cosa al mar por FAVOR","¿Sabes que este tipo de comentarios pueden fomentar en quien los recibe un TCA, algo realmente grave que pone en riesgo su salud tanto física como mental? Las personas cuyo cuerpo no entra en los estándares estéticos establecidos por la sociedad no son menos válidas que cualquier otra. ",otros
testHS-O05,Los Musulmanes o El islan o estos perros gitanos son la misma mierda  esos hijos de puta jamás se van a adaptar a la sociedad son tan racista y creyentes en su mierda de religión que no perdonan A nadie solo ellos son los perfectos y se creen inmortales manden a la mierda a toda esa lacra,"Tú mismo también estás siendo racista con ese comentario. Todos somos libres de profesar la religión que decidamos. Asimismo, todas las culturas deben ser igual de respetadas.",otros
testHS-O06,"m vale, los gordos dan asco de solo verlos","¿Crees que es justo juzgar a la gente por su aspecto físico? Con tu comentario estás promoviendo un estándar de belleza que puede desembocar en el desarrollo de un transtorno de la conducta alimentaria en la persona que lo recibe, lo cual es extremadamente grave si tenemos en cuenta que más del 70% de los adolescentes en España padecen esta enfermedad.",otros
testHS-O07,"Un cine lleno de gitanos. Dos guardias civiles en la última fila.
¿Cómo se llama la película?

""Los últimos sus murais""",¿Sabes que ese intento de chiste es ofensivo? Con tu comentario estás fomentando un estereotipo negativo. No todas las personas de etnia gitana son delincuentes.,otros
